region,date,dis,id,catg,target
372,13/9/1988,63,100095,11,0
301,7/9/2011,62,100096,11,0
313,10/8/2011,63,100098,11,0
101,28/4/2010,60,100099,11,0
309,6/11/2009,62,1001,11,0
311,31/12/2003,63,10010,11,0
101,11/10/2005,60,100101,11,0
301,30/8/2013,62,100103,11,0
101,15/7/2009,60,100104,11,0
305,22/4/1992,62,100107,11,0
307,22/8/2003,62,100108,11,0
312,27/12/1990,63,100109,11,1
101,19/3/1987,60,10011,11,0
301,5/4/2002,62,100110,11,0
104,9/3/2011,69,100111,11,0
101,14/11/2006,60,100112,11,0
301,12/10/2001,62,100113,12,0
104,7/6/2012,69,100114,11,0
101,27/12/1990,63,100115,11,0
310,27/8/2010,62,100116,11,0
105,17/11/2012,69,100117,11,0
101,8/7/1998,60,100119,11,0
101,24/2/2003,63,10012,11,0
311,19/11/2018,63,100120,11,0
302,23/8/2011,62,100122,11,0
107,17/1/2008,69,100123,11,0
309,30/3/2015,62,100124,11,0
301,5/11/2014,62,100126,11,0
101,14/9/2006,60,100127,11,0
101,7/4/1981,60,100129,11,0
307,20/5/2011,62,100130,11,0
303,24/5/1999,62,100131,11,0
106,31/12/1990,69,100132,11,1
104,5/12/2007,69,100133,12,0
103,12/9/2012,69,100134,11,0
101,23/7/2012,60,100135,11,0
103,18/2/2009,69,100136,11,0
313,4/2/2013,63,100137,11,0
306,9/9/2017,63,100140,11,0
306,26/11/2013,63,100141,11,0
107,15/5/2013,69,100142,11,0
101,14/8/2010,60,100146,11,0
104,5/1/2008,69,100147,11,0
104,28/8/2010,69,100148,11,0
107,11/3/2014,69,100150,11,0
101,5/9/2006,60,100152,11,0
101,27/2/1989,60,100153,11,0
101,12/3/2015,60,100154,11,0
305,14/12/1998,62,100155,11,0
101,3/12/1986,60,100156,12,0
101,11/7/2011,60,100157,11,0
101,12/7/2010,60,100158,11,0
107,5/9/2011,69,10016,11,0
101,23/3/2000,60,100160,11,0
311,8/3/2014,63,100161,11,0
101,26/3/2009,60,100163,11,0
101,13/10/1980,60,100166,11,0
305,1/6/2018,62,100168,11,0
302,28/12/1986,62,100169,11,0
101,23/1/2002,60,10017,11,0
372,22/1/1980,63,100171,11,0
312,19/1/2018,63,100172,11,0
301,21/4/1981,62,100174,11,0
304,23/10/1996,62,100175,11,0
301,25/2/1983,62,100178,11,0
104,1/9/2016,69,100179,11,0
301,16/1/2018,62,100180,11,0
303,10/4/1998,62,100181,11,0
105,25/3/2016,69,100183,11,0
303,23/3/2000,62,100184,11,0
107,9/10/2010,69,100185,11,0
308,6/7/2007,63,100186,11,0
306,6/9/1988,63,100188,11,0
104,10/7/2008,69,100189,11,0
101,20/4/1984,60,10019,11,0
105,22/2/2001,69,100190,11,0
103,6/8/2009,69,100191,11,0
101,21/3/1984,60,100192,11,0
311,8/11/2018,63,100193,11,0
303,18/11/1981,62,100194,11,0
104,25/12/2009,69,100195,11,0
107,11/6/1997,69,100196,11,0
307,18/6/2016,62,100198,11,0
101,23/1/1989,60,100199,11,0
104,10/3/2013,69,1002,11,0
104,27/11/2010,69,100200,11,0
107,11/8/1986,69,100201,11,0
371,25/4/2017,62,100204,11,0
306,2/6/2010,63,100205,51,0
101,30/11/2015,60,100206,11,0
306,11/5/2017,63,100207,11,0
310,28/6/2007,62,100208,11,0
312,10/5/2005,63,100209,11,0
104,26/2/2007,69,10021,11,0
101,4/3/1982,60,100210,11,0
104,7/10/2016,69,100212,11,0
101,17/5/2005,60,100214,12,0
312,1/2/2011,63,100219,11,0
107,30/11/1998,69,10022,11,1
107,3/12/2014,69,100223,11,0
101,28/9/1995,60,100224,11,0
103,9/5/2000,69,100226,11,0
309,12/11/1979,62,100227,11,0
305,29/10/2012,62,100228,11,0
311,12/6/2010,63,100229,11,0
311,24/10/2016,63,100231,11,0
101,28/4/2003,60,100232,11,0
101,3/10/2013,60,100234,11,0
302,17/5/2011,62,100235,11,1
301,28/3/2012,62,100236,51,1
104,11/10/2004,69,100237,11,0
306,12/12/2012,63,100238,11,0
104,29/9/1989,69,100239,11,0
107,14/7/1981,69,100242,11,0
103,20/11/2017,69,100245,11,0
103,18/11/2002,69,100247,11,0
311,27/9/2010,63,100248,11,0
311,28/2/2013,63,100249,11,0
372,31/8/2015,63,10025,11,0
101,20/8/1999,63,100251,11,0
107,17/9/2011,69,100253,11,0
306,16/5/2002,63,100254,11,0
107,8/12/2011,69,100255,11,0
311,11/1/2017,63,100256,11,0
101,1/10/2007,60,100257,11,0
104,16/11/2011,69,100258,11,0
303,14/2/2013,62,100260,11,0
302,21/11/1990,62,100264,11,0
303,30/8/2017,62,100265,11,0
103,11/7/1996,69,100267,11,0
301,30/5/2014,62,100268,11,0
310,28/12/1995,62,100270,11,1
101,7/4/1981,60,100273,11,0
104,30/9/2015,69,100274,11,0
310,11/1/2018,62,100275,11,0
104,18/10/1995,69,100277,11,1
379,12/6/1991,63,100279,11,0
301,8/3/2012,62,10028,11,0
303,17/9/2008,62,100281,11,0
104,11/12/2015,69,100283,11,0
304,22/3/1979,62,100284,11,0
303,13/10/1980,62,100286,11,0
302,1/6/2011,62,100287,11,0
103,29/1/2014,69,100288,11,0
104,30/9/2013,69,10029,11,0
301,8/10/2012,62,100290,11,0
310,16/10/1997,62,100291,11,0
104,13/3/2007,69,100292,11,0
303,30/12/1998,62,100293,11,0
301,5/11/2010,62,100294,11,0
306,4/1/2013,63,100295,11,0
306,4/9/2014,63,100296,11,0
311,9/3/2016,63,100297,11,0
311,20/1/1993,63,100298,11,0
107,26/1/2017,69,100299,11,0
101,22/12/2015,63,1003,11,0
310,22/9/1998,62,10030,11,1
305,17/5/1995,62,100300,11,0
309,6/4/1982,62,100301,11,0
103,3/5/2010,69,100304,11,0
303,15/4/1988,62,100305,11,0
101,26/12/1981,60,100307,11,0
101,29/2/2000,60,100309,11,0
304,24/4/2015,62,10031,11,0
101,9/1/2010,63,100311,11,0
305,16/5/1984,62,100313,11,0
104,10/3/1989,69,100314,11,0
306,20/8/2008,63,100315,11,0
107,12/4/1989,69,100318,11,0
310,28/6/1988,62,10032,11,0
303,16/4/1977,62,100320,11,0
107,10/1/2008,69,100321,11,0
104,20/8/1986,69,100322,11,1
107,26/11/2012,69,100325,11,0
311,6/5/2013,63,100327,11,0
107,15/11/2011,69,100329,11,0
306,7/1/2016,63,10033,11,0
104,3/7/2014,69,100330,11,0
301,20/5/1983,62,100331,11,0
101,1/12/2004,60,100334,11,0
101,24/2/2018,60,100335,11,0
313,13/5/2014,63,100336,11,0
310,20/8/2009,62,100337,11,0
311,8/12/1993,63,100338,11,0
301,17/4/1985,62,100339,11,0
372,8/10/2010,63,100340,11,0
305,14/6/2010,62,100341,11,0
302,4/8/2016,62,100344,11,0
107,13/9/2000,69,100348,11,0
101,31/12/2011,60,100349,11,0
372,21/12/1994,63,100351,11,0
107,29/5/2012,69,100352,12,0
107,22/4/2005,69,100353,11,0
101,11/4/1978,60,100354,11,0
301,10/6/1983,62,100356,11,0
101,19/2/2013,60,100357,11,0
101,14/8/2010,60,100358,11,0
101,12/5/2010,60,100359,11,0
309,10/6/2005,62,10036,11,0
379,10/6/2017,63,100361,11,0
101,2/11/2001,60,100364,11,0
101,20/12/1991,60,100367,11,0
306,18/10/1983,63,100369,11,0
104,14/10/2002,69,100370,11,0
306,16/6/2017,63,100371,11,0
306,10/12/2007,63,100375,11,0
103,30/8/1995,69,100376,11,1
101,16/12/1981,60,100377,11,0
311,12/5/2014,63,100378,11,0
313,11/9/2009,63,100379,11,0
101,5/3/1977,60,10038,11,0
311,25/10/2002,63,100380,11,0
101,20/9/1994,60,100382,11,1
306,3/11/1993,63,100383,11,0
101,24/1/1984,60,100384,11,0
306,21/4/2014,63,100385,11,0
103,31/12/1998,69,100388,11,0
307,30/9/2014,62,100389,11,0
305,15/7/1982,62,10039,11,1
304,9/10/2000,62,100390,11,0
107,6/5/2011,69,100391,11,0
104,28/10/1985,69,100393,11,0
399,14/12/1988,63,100394,11,0
101,11/10/1996,60,100395,11,0
104,17/2/2017,69,100396,11,0
311,12/2/2016,63,100398,11,0
107,13/12/1985,69,100399,11,1
311,10/11/2014,63,10040,11,0
306,15/5/2003,63,100400,11,0
310,30/4/2011,62,100401,11,0
101,17/5/2008,60,100402,11,0
301,8/6/2015,62,100404,11,0
303,23/5/2001,62,100405,11,0
104,20/12/1994,69,100406,11,0
107,12/9/2008,69,100407,11,0
309,17/5/2000,62,100408,11,0
105,19/4/1996,69,100409,11,0
107,10/8/2014,69,100411,11,0
103,29/11/2011,69,100413,11,1
101,14/10/1980,60,100414,11,0
306,2/12/2010,63,100415,11,0
101,19/4/2007,60,100416,11,0
307,16/7/2015,62,100417,11,0
101,23/8/1979,60,100418,11,0
313,9/10/2015,63,100419,11,0
101,7/3/2003,60,10042,11,0
107,22/5/2018,69,100420,11,0
101,30/12/1998,60,100421,11,0
101,22/10/1977,60,100422,11,0
313,30/3/2000,63,100423,11,0
310,24/9/1999,62,100424,11,0
309,7/12/2012,62,100426,11,0
301,2/4/2014,62,100427,11,0
101,16/7/2009,60,100428,11,0
105,15/5/2013,69,100430,11,0
103,31/12/1999,69,100431,11,1
371,30/10/1998,62,100433,11,0
104,24/5/2000,69,100434,11,0
304,23/11/2009,62,100436,11,1
105,10/4/1995,69,100437,11,0
104,6/10/2004,69,100440,11,0
306,28/4/1987,63,100441,11,0
105,27/6/1997,69,100443,11,0
101,30/8/1989,60,100444,11,0
301,25/6/2018,62,100445,11,0
101,20/8/1984,60,100446,11,0
104,2/7/2015,69,100447,11,0
101,29/5/2015,60,100448,51,0
311,23/11/2013,63,100449,11,0
311,19/10/2015,63,10045,11,0
303,28/6/2007,62,100450,11,0
309,10/12/1985,62,100451,11,0
104,30/5/2002,69,100453,11,1
101,13/4/2011,60,100455,11,0
104,2/8/2013,69,100457,11,0
303,17/12/2013,62,100460,11,0
101,3/6/2010,60,100463,11,0
104,16/12/1991,69,100464,11,0
101,12/4/2016,63,100467,11,0
101,17/9/2007,60,100469,11,0
302,23/7/2010,62,10047,11,0
104,12/5/1998,69,100470,11,0
101,31/12/1995,60,100471,11,0
107,20/5/2005,69,100472,11,0
312,18/1/2017,63,100475,11,0
311,17/10/2017,63,100476,11,0
307,1/1/1998,62,100477,11,0
101,29/10/2001,60,100478,11,0
101,8/5/1984,60,100482,11,0
310,29/7/1997,62,100483,11,0
101,22/12/2008,60,100484,11,0
306,31/12/2004,63,100485,11,0
101,30/1/2007,60,100488,11,0
303,29/5/2013,62,100489,11,0
371,30/12/2006,62,10049,11,0
303,8/3/2012,62,100490,11,0
306,28/9/2007,63,100491,11,0
101,12/9/2017,60,100494,11,0
301,25/4/2014,62,100497,11,0
301,26/7/1979,62,100499,11,0
101,28/12/2012,60,1005,11,0
103,11/12/2014,69,100500,11,0
104,17/12/1987,69,100502,11,0
101,23/4/2012,60,100503,11,0
313,23/11/2013,63,100504,11,0
101,27/5/2013,60,100505,11,0
302,10/9/2015,62,100508,11,0
103,22/12/2013,69,100509,11,0
107,5/9/2011,69,10051,11,1
309,3/6/2016,62,100510,11,0
311,8/4/2015,63,100511,11,0
107,9/12/2005,69,100512,11,0
301,9/10/2007,62,100513,11,0
103,27/1/2017,69,100517,11,0
312,22/12/2016,63,100518,11,0
104,18/6/2013,69,100519,11,0
101,11/10/1996,60,100520,11,0
301,13/5/2008,62,100521,11,0
103,4/4/1978,69,100522,11,0
104,23/2/2001,69,100523,11,0
101,19/3/1985,60,100524,11,0
104,23/6/1980,69,100525,11,0
311,4/7/2011,63,100526,11,0
311,13/10/2016,63,100527,11,0
104,19/12/2012,69,100528,11,0
101,24/9/2001,60,100529,11,0
310,4/7/2006,62,100530,51,1
101,9/1/1991,60,100532,11,0
101,20/8/2010,60,100533,11,0
303,24/10/1981,62,100535,11,0
310,29/12/2009,62,100536,11,0
107,13/4/2018,69,100538,11,0
105,27/4/2004,69,100539,11,0
107,13/10/2012,69,10054,11,0
301,8/5/2015,62,100542,11,0
101,5/10/2016,60,100543,11,0
311,1/7/2011,63,100547,11,0
302,31/7/2009,62,10055,11,0
107,10/7/2006,69,100550,11,0
101,20/2/2009,60,100551,11,0
104,26/11/1987,69,100555,11,0
101,29/11/2004,60,100556,12,0
303,24/9/1987,62,100557,11,0
309,30/4/1985,62,100558,11,0
302,26/11/2007,62,100559,11,0
101,12/12/2012,60,10056,11,1
101,26/6/2002,60,100560,11,0
304,10/11/2015,62,100561,11,0
301,15/5/1998,62,100563,11,0
101,20/6/2000,60,100564,11,0
312,31/12/1993,63,100567,11,0
301,16/6/1982,62,100568,11,0
104,18/5/1982,69,100569,11,1
104,13/6/2016,69,100570,11,0
104,30/5/2011,69,100571,11,0
312,24/9/2010,63,100572,11,0
103,1/10/2010,69,100573,11,0
103,31/3/1999,69,100574,11,0
372,11/3/2014,63,100575,11,0
309,10/9/2018,62,100578,11,0
101,7/2/1989,60,100579,11,0
107,30/5/1978,69,10058,11,0
101,29/6/2012,60,100580,11,0
306,3/10/2011,63,100582,11,0
311,24/9/2012,63,100584,11,0
104,12/4/2008,69,100585,11,1
311,11/12/2014,63,100586,11,0
311,31/12/2004,63,100587,11,0
103,31/12/2002,69,100588,11,0
101,31/12/2008,60,100589,11,0
101,12/10/1988,63,10059,11,0
103,25/1/2014,69,100590,11,1
308,1/8/2009,62,100592,11,0
307,10/9/2001,62,100593,11,0
107,16/12/2016,69,100596,11,0
101,22/8/1983,60,100597,11,0
101,1/9/2006,60,100598,11,0
307,21/1/2014,62,1006,11,0
302,2/5/2008,62,100600,11,0
312,27/10/1989,63,100601,11,0
101,2/9/2008,60,100602,11,0
107,29/8/2016,69,100604,11,0
311,24/6/2016,63,100605,11,0
312,26/9/2005,63,100606,11,1
313,18/10/2012,63,100607,11,1
302,19/12/1996,62,100609,11,0
104,14/2/2007,69,10061,11,0
101,1/6/2012,60,100610,11,0
312,24/5/2014,63,100611,11,0
107,9/3/2001,69,100613,11,0
104,20/5/1997,69,100614,11,0
101,25/8/2014,60,100615,11,0
107,15/8/2013,69,100616,11,0
101,21/12/2000,63,100618,11,0
303,27/2/1982,62,100619,11,0
101,15/12/2000,60,100620,11,0
302,16/5/1996,62,100623,11,0
310,27/11/2007,62,100624,11,0
303,19/9/2009,62,100625,11,0
306,20/11/1996,63,100629,11,0
302,30/6/2004,62,10063,11,0
104,17/12/2003,69,100630,11,0
304,17/2/2015,62,100631,11,0
301,13/11/2010,62,100632,11,0
306,31/3/2006,63,100635,11,0
101,7/12/2008,60,100636,11,0
101,17/4/2008,60,100638,11,0
309,24/10/2015,62,100639,11,0
306,12/12/2011,63,10064,11,0
101,2/2/2010,60,100640,11,0
104,30/4/2014,69,100642,11,0
309,27/6/2008,62,100643,11,0
306,20/5/2011,63,100644,11,0
311,8/3/2016,63,100648,11,0
101,22/10/2014,60,100649,11,0
101,25/12/2007,60,10065,11,0
305,28/9/2012,62,100653,11,0
301,9/3/2011,62,100654,11,0
101,22/4/2015,60,100655,11,0
310,10/10/2008,62,100657,11,0
371,23/9/1994,62,100658,11,0
104,31/12/1993,69,100659,11,0
301,26/2/2007,62,10066,11,0
101,9/3/1990,60,100661,11,0
103,20/2/1979,69,100662,11,0
310,30/9/1999,62,100664,11,0
101,3/12/1986,60,100665,12,0
306,9/8/2011,63,100666,11,0
103,14/8/2010,69,100668,11,0
312,10/12/2011,63,100669,11,0
302,26/12/2002,62,10067,11,0
371,25/10/2017,62,100670,11,0
107,26/10/2018,69,100672,11,0
103,3/11/2007,69,100673,11,0
105,25/9/2013,69,100674,11,0
107,14/2/2007,69,100676,11,0
301,30/9/1994,62,100677,11,0
104,28/5/2012,69,100678,11,0
101,28/4/1995,60,100679,11,0
301,31/5/2004,62,10068,11,0
311,19/11/1991,63,100680,11,0
101,29/11/2017,60,100681,11,0
103,10/9/1986,69,100682,12,0
101,3/1/1979,60,100683,11,0
311,23/3/2017,63,100684,11,0
101,9/9/1993,60,100685,11,0
311,1/12/2012,63,100686,11,0
101,24/6/2013,60,100687,11,0
303,18/2/2008,62,100688,11,0
312,22/1/2018,63,100689,11,0
311,24/7/2013,63,10069,11,1
306,30/12/2015,63,100690,11,0
313,29/12/2000,63,100691,11,0
309,17/3/2012,62,100692,11,0
310,16/6/2011,62,100696,11,0
101,29/1/2008,60,100697,11,0
312,24/12/1993,63,100699,11,1
107,16/7/2013,69,10070,11,0
307,15/4/1983,62,100700,11,0
107,1/12/1994,69,100701,11,0
302,8/12/2014,62,100702,11,0
311,14/5/2002,63,100704,11,0
305,25/10/1999,62,100705,11,0
302,25/6/1997,62,100706,11,0
306,30/8/1989,63,100707,11,0
304,13/6/2013,62,100709,11,0
101,18/9/2009,60,10071,11,0
310,9/12/1987,62,100710,11,0
101,17/12/2018,60,100711,11,0
104,24/12/2008,69,100714,11,0
101,5/4/2010,60,100715,11,0
312,8/12/2014,63,100716,11,0
101,10/10/2006,60,100717,11,0
307,22/3/2006,62,100719,11,0
101,8/12/1995,60,100720,12,0
101,6/3/1985,60,100723,11,0
101,5/10/2011,60,100724,11,0
309,23/11/2004,62,100725,11,0
302,14/4/2014,62,100728,11,0
309,10/7/2012,62,100730,12,0
311,31/12/1993,63,100732,11,0
304,22/1/2013,62,100733,11,0
101,8/7/2014,60,100735,11,0
101,22/3/2010,63,100737,11,0
107,9/8/2014,69,100738,11,0
101,6/4/2010,60,100739,11,0
302,3/8/2015,62,100740,11,0
307,25/10/2006,62,100741,11,0
101,6/3/2007,60,100742,11,0
312,2/12/2011,63,100743,11,0
371,10/10/2011,62,100744,11,0
104,11/9/2012,69,100746,11,0
101,19/12/2000,60,100747,11,0
301,13/6/1990,62,100748,11,0
307,10/3/2008,62,100749,11,0
312,23/3/1993,63,10075,11,0
107,28/6/1988,69,100750,11,0
309,22/10/1991,62,100751,11,0
303,27/10/2007,62,100752,11,0
302,19/9/2015,62,100754,11,0
310,12/11/2013,62,100755,11,0
399,14/10/1982,63,100756,11,0
305,28/12/1994,62,100759,11,0
107,27/11/2010,69,10076,11,1
301,6/12/2013,62,100763,11,0
105,11/6/2008,69,100765,11,0
308,4/7/2011,63,100766,11,0
104,14/6/2002,69,100769,11,0
101,17/11/1977,60,100771,12,0
310,19/4/2005,62,100773,11,0
101,14/5/1980,60,100775,11,0
311,4/2/2016,63,100776,11,0
311,9/5/2001,63,100777,11,0
104,28/4/2003,69,100779,11,0
101,15/6/2015,60,10078,11,0
311,5/7/1996,63,100780,11,0
301,30/11/1988,62,100782,11,0
371,8/12/1997,62,100783,11,0
311,31/10/2013,63,100784,11,0
103,4/7/2015,69,100786,11,0
106,9/5/2016,69,100789,11,0
301,5/11/1984,62,100790,11,0
107,25/4/2011,69,100791,11,0
101,31/12/1994,60,100792,11,0
101,24/12/2002,60,100793,11,0
305,26/3/2012,62,100794,11,0
311,3/8/2000,63,100796,11,0
307,14/8/2010,62,100797,11,0
101,31/8/2013,60,100798,11,0
306,12/6/1984,63,100799,11,0
311,26/3/2014,63,1008,11,0
101,6/11/2013,60,10080,11,0
107,31/5/2007,69,100800,11,0
101,30/11/2000,60,100802,11,0
101,29/7/2003,60,100803,11,0
311,4/10/1995,63,100804,11,0
101,23/12/2013,60,100805,11,0
305,21/6/2006,62,100806,11,0
101,28/12/2015,60,100808,11,0
103,1/4/2005,69,100809,11,0
101,5/2/2009,60,10081,11,0
306,20/11/2015,63,100810,11,0
101,16/11/2000,60,100812,11,0
306,10/12/2016,63,100814,11,0
310,30/9/1999,62,100815,11,0
301,7/6/2013,62,100816,11,0
311,21/6/2000,63,100817,11,0
309,19/11/2012,62,100818,11,0
101,24/10/2001,60,100819,11,0
107,7/11/2016,69,10082,11,0
103,29/11/2016,69,100821,11,0
101,4/11/2008,60,100823,11,0
302,5/4/2018,62,100824,11,0
105,31/3/1999,69,100825,11,0
101,1/3/2005,60,100826,11,0
305,27/1/2012,62,100827,11,0
101,30/5/1991,60,100828,11,0
311,13/6/1988,63,100829,11,0
101,11/9/1990,60,10083,11,0
312,17/7/2013,63,100830,12,0
309,14/3/1995,62,100831,11,0
101,16/4/1998,60,100832,11,0
372,31/12/1993,63,100833,11,0
306,18/11/1998,63,100834,11,0
303,7/7/2014,62,100835,11,0
104,15/9/2012,69,100837,11,0
303,27/11/1996,62,100839,11,0
104,27/1/1986,69,10084,11,0
101,23/7/2013,60,100840,11,0
307,5/5/2005,62,100841,11,0
104,27/4/2009,69,100842,11,0
311,7/5/2015,63,100845,11,0
101,15/4/2010,60,100846,11,0
305,19/7/2011,62,100847,11,0
310,15/1/2016,62,100849,11,0
101,28/7/2011,60,10085,11,0
101,18/8/1988,60,100851,11,0
311,15/12/2012,63,100852,11,0
101,2/4/2010,60,100853,11,0
107,27/1/2012,69,100854,11,0
104,29/3/1978,69,100855,11,0
307,18/12/1985,62,100856,11,0
312,31/12/2004,63,100857,11,0
310,31/8/2001,62,100858,11,0
304,17/2/1984,62,100859,11,0
307,2/8/2014,62,100860,11,0
101,3/12/2014,60,100865,11,0
107,26/11/1987,69,100866,11,0
302,2/4/2015,62,100868,11,0
107,24/10/2013,69,100869,11,0
303,23/3/2000,62,100871,11,0
104,4/12/2009,69,100874,11,0
301,29/10/2008,62,100875,11,0
312,19/10/2016,63,100877,11,0
101,7/8/2009,60,100878,11,0
101,20/9/1994,60,10088,11,0
310,23/5/1995,62,100880,11,0
104,25/5/2001,69,100881,11,0
311,16/12/2008,63,100882,11,0
311,24/12/1993,63,100883,11,1
304,18/12/2002,62,100884,11,0
103,15/3/2010,69,100885,11,0
101,27/9/1991,60,100886,11,0
371,17/10/2008,62,100887,11,0
103,29/11/2011,69,100889,11,0
311,8/12/1997,63,100890,51,0
107,15/6/2016,69,100891,11,0
107,11/3/2014,69,100892,11,0
304,2/11/2012,62,100893,11,0
302,2/6/2016,62,100894,11,0
302,3/12/2009,62,100896,11,1
107,4/4/2015,69,100897,11,0
312,4/1/2007,63,100898,11,0
312,31/10/1989,63,100899,11,0
101,10/1/2010,60,1009,11,0
307,8/9/1979,62,10090,11,0
103,27/12/2010,69,100901,11,1
107,11/1/2008,69,100903,11,0
107,28/9/1992,69,100904,11,0
371,22/12/2004,62,100905,11,0
310,1/9/2008,62,100906,12,0
307,18/5/1984,62,10091,11,0
304,20/10/1994,62,100910,11,0
306,28/6/1979,63,100914,11,0
101,1/2/2019,60,100915,11,0
101,15/3/1995,60,100917,11,0
104,10/9/1981,69,100918,11,0
312,2/6/2014,63,100920,11,0
104,28/12/1993,69,100921,11,0
104,19/5/2006,69,100922,11,0
104,25/5/1998,69,100923,11,0
303,28/11/2006,62,100924,11,0
101,26/3/1997,60,100926,11,0
101,7/5/1997,60,10093,11,0
301,19/1/2010,62,100930,11,0
104,30/4/2014,69,100931,11,0
104,16/5/2013,69,100932,11,0
101,5/11/2002,60,100933,11,0
309,8/12/1986,62,100934,11,0
311,20/1/1993,63,100936,11,0
311,28/11/2007,63,100937,11,0
310,9/5/2006,62,100938,11,0
301,3/6/1987,62,10094,11,1
307,31/5/1982,62,100940,11,0
107,29/8/2009,69,100941,11,0
313,17/2/2015,63,100942,11,0
305,10/5/2011,62,100943,11,0
302,31/12/2016,62,100944,11,0
103,16/10/2012,69,100945,11,0
107,20/8/1986,69,100947,12,0
311,7/6/2002,63,100948,11,0
103,23/11/2012,69,100951,11,0
101,19/6/1980,60,100952,11,0
104,17/3/2014,69,100953,11,0
311,11/2/2014,63,100956,11,1
305,13/5/2002,62,100957,11,0
103,31/10/2003,69,100958,11,0
310,28/9/2016,62,100960,11,0
101,29/1/2010,60,100965,11,0
101,31/8/1990,60,100966,12,0
311,13/4/2011,63,100967,11,0
371,9/10/2000,62,100968,11,0
104,4/5/1988,69,100969,11,0
303,8/12/1986,62,10097,11,0
307,3/5/2007,62,100972,11,1
313,30/9/1994,63,100975,11,0
310,3/12/1996,62,100977,11,0
103,25/12/2010,69,100978,11,0
101,25/5/1999,60,100979,11,0
104,20/12/1994,69,10098,11,0
103,30/9/1981,69,100981,11,0
101,5/5/2011,60,100983,11,0
303,7/2/2011,62,100984,11,0
104,31/8/1994,69,100985,11,0
104,29/8/1994,69,100986,11,0
302,7/3/2008,62,100987,11,0
301,27/11/2012,62,100988,11,0
307,19/11/2007,62,100989,11,0
101,20/5/2010,60,10099,11,0
103,15/7/2011,69,100990,11,0
101,17/5/1977,60,100991,11,0
310,29/6/2015,62,100993,11,0
101,24/3/2010,60,100994,11,0
101,30/11/2012,60,100996,11,0
104,30/8/1995,69,100998,11,0
303,28/1/2015,62,100999,11,0
103,25/2/2016,69,1010,11,1
304,22/4/1996,62,101000,11,0
310,23/5/2005,62,101001,11,0
305,13/11/2010,62,101002,11,0
309,10/2/1986,62,101005,11,0
101,12/11/2013,60,101006,11,0
101,4/5/1994,60,101008,11,0
104,3/10/1983,69,101009,11,0
103,1/8/2017,69,101010,11,0
311,27/10/1994,63,101011,11,0
101,22/3/2017,60,101013,11,0
101,13/2/2012,60,101014,11,0
